"151";"7";"0";"0";"1";"0";"Case Study #16";"21";"1196294118";"0";"1727";"16";"16";"0";"0";"817";"fraction";"AA0000";"2612";"289";"Thor";;"Re: Case Study #16";"1210016144";"1348446960";"0";"0";"0";;"0";"0";"1";"0";"0"
"152";"6";"0";"0";"1";"0";"New home my vids and chit";"9";"1196432393";"0";"725";"7";"7";"0";"0";"830";"FOREmer Golfer";;"1272";"3";"rtm";"AA0000";;"1200250502";"1347834113";"0";"0";"0";;"0";"0";"1";"0";"0"
"154";"6";"0";"0";"1";"0";"Allez";"23";"1196474951";"0";"1045";"11";"11";"0";"0";"867";"B_Held";;"4077";"24";"Stretch";;"Re: Allez";"1223931032";"1347222022";"0";"0";"0";;"0";"0";"1";"0";"0"
"155";"6";"0";"0";"1";"0";"Best Slab Problem";"10";"1196476072";"0";"1522";"21";"21";"0";"0";"868";"SupaFreaky";;"4003";"24";"Stretch";;"Re: Best Slab Problem";"1223496817";"1348410556";"0";"0";"0";;"0";"0";"1";"0";"0"
"156";"9";"0";"0";"1";"0";"RTM's Guide";"53";"1196479772";"0";"1480";"15";"15";"0";"0";"872";"2stars";;"1027";"3";"rtm";"AA0000";;"1197651396";"1348447367";"0";"0";"0";;"0";"0";"1";"0";"0"
"157";"1";"0";"0";"1";"0";"Bishop this weekend 12/8 - 12/9";"23";"1196568375";"0";"386";"0";"0";"0";"0";"881";"B_Held";;"881";"23";"B_Held";;"Bishop this weekend 12/8 - 12/9";"1196568375";"1347517846";"0";"0";"0";;"0";"0";"1";"0";"0"
"158";"1";"0";"0";"1";"0";"Road tripping for the holidays";"3";"1196617058";"0";"499";"4";"4";"0";"0";"889";"rtm";"AA0000";"1140";"5";"a.ron";"AA0000";;"1198826000";"1348201312";"0";"0";"0";;"0";"0";"1";"0";"0"
"159";"1";"0";"0";"1";"0";"TR - Joshua Tree - 12/2/07";"21";"1196669250";"0";"930";"10";"10";"0";"0";"905";"fraction";"AA0000";"1006";"5";"a.ron";"AA0000";;"1197442968";"1346773910";"0";"0";"0";;"0";"0";"1";"0";"0"
"160";"1";"0";"0";"1";"0";"Woodson Saturday, 12-8?";"71";"1196706003";"0";"532";"6";"6";"0";"0";"913";"trenchdigger";;"1026";"3";"rtm";"AA0000";;"1197651347";"1348364578";"0";"0";"0";;"0";"0";"1";"0";"0"
"161";"6";"0";"0";"1";"0";"Fred Nicole";"21";"1196717043";"0";"779";"8";"8";"0";"0";"916";"fraction";"AA0000";"1097";"5";"a.ron";"AA0000";;"1198288591";"1348543589";"0";"0";"0";;"0";"0";"1";"0";"0"
"162";"6";"0";"0";"1";"0";"UC Article";"11";"1196796988";"0";"3246";"43";"43";"0";"0";"924";"Bee";;"1480";"5";"a.ron";"AA0000";;"1201587097";"1348484465";"0";"0";"0";;"0";"0";"1";"0";"0"
"163";"1";"0";"0";"1";"0";"Steele Valley Thursday 12-6";"23";"1196804217";"0";"867";"11";"11";"0";"0";"927";"B_Held";;"1013";"5";"a.ron";"AA0000";;"1197524853";"1348408715";"0";"0";"0";;"0";"0";"1";"0";"0"
"164";"6";"0";"0";"1";"0";"Joe Hedge";"53";"1196926871";"0";"1454";"14";"14";"0";"0";"961";"2stars";;"2368";"16";"socalbolter";;"Re: Joe Hedge";"1208372440";"1348316443";"0";"0";"0";;"0";"0";"1";"0";"0"
"165";"1";"0";"0";"1";"0";"who's climbing where this weekend?";"70";"1197072888";"0";"727";"8";"8";"0";"0";"973";"mhulet";;"1009";"9";"FOREmer Golfer";;"Bish";"1197467567";"1348414634";"0";"0";"0";;"0";"0";"1";"0";"0"
"167";"1";"0";"0";"1";"0";"who is climbing where this weekend? (the Dec 14-16 edition)";"21";"1197337293";"0";"1453";"21";"21";"0";"0";"981";"fraction";"AA0000";"1029";"126";"alex";;;"1197653363";"1348300870";"0";"0";"0";"Where are you going this weekend?";"1197337293";"432000";"1";"0";"0"
"168";"1";"0";"0";"1";"0";"Best Crash Pad?";"9";"1197348248";"0";"610";"6";"6";"0";"0";"984";"FOREmer Golfer";;"1040";"17";"brian.b";;;"1197757322";"1347042491";"0";"0";"0";;"0";"0";"1";"0";"0"
"169";"6";"0";"0";"1";"0";"The forum is dead. . .";"5";"1197647531";"0";"554";"4";"4";"0";"0";"1018";"a.ron";"AA0000";"1044";"5";"a.ron";"AA0000";;"1197873884";"1348545436";"0";"0";"0";;"0";"0";"1";"0";"0"
"170";"1";"0";"0";"1";"0";"Projects Yo!";"5";"1197647729";"0";"2593";"43";"43";"0";"0";"1019";"a.ron";"AA0000";"4970";"21";"fraction";"AA0000";"Re: Projects Yo!";"1237228506";"1348529901";"0";"0";"0";;"0";"0";"1";"0";"0"
"171";"7";"0";"0";"1";"0";"Case Study #17";"3";"1197650543";"0";"854";"8";"8";"0";"0";"1024";"rtm";"AA0000";"1058";"3";"rtm";"AA0000";;"1197996306";"1348197405";"0";"0";"0";;"0";"0";"1";"0";"0"
"172";"1";"0";"0";"1";"0";"TR: Bishop.  Dec 15-16, 2007";"21";"1197954998";"0";"515";"4";"4";"0";"0";"1051";"fraction";"AA0000";"1059";"21";"fraction";"AA0000";;"1198000449";"1347240789";"0";"0";"0";;"0";"0";"1";"0";"0"
"173";"7";"0";"0";"1";"0";"Case Study #18";"3";"1197996225";"0";"951";"7";"7";"0";"0";"1057";"rtm";"AA0000";"1206";"3";"rtm";"AA0000";;"1199816648";"1348540173";"0";"0";"0";;"0";"0";"1";"0";"0"
"174";"1";"0";"0";"1";"0";"Tram this Saturday the 22nd";"103";"1198002641";"0";"680";"11";"11";"0";"0";"1060";"Jhmarkham";;"1085";"9";"FOREmer Golfer";;"Steele";"1198215640";"1347699041";"0";"0";"0";;"0";"0";"1";"0";"0"
"175";"1";"0";"0";"1";"0";"Injury - pulley (i think)";"21";"1198003992";"0";"933";"7";"7";"0";"0";"1061";"fraction";"AA0000";"1178";"9";"FOREmer Golfer";;"Finger";"1199572652";"1347338967";"0";"0";"0";;"0";"0";"1";"0";"0"
"176";"6";"0";"0";"1";"0";"bishop";"5";"1198137748";"0";"625";"2";"2";"0";"0";"1073";"a.ron";"AA0000";"1098";"5";"a.ron";"AA0000";;"1198288710";"1346843277";"0";"0";"0";;"0";"0";"1";"0";"0"
"177";"1";"0";"0";"1";"0";"Tram Guide here!";"3";"1198301303";"0";"2283";"39";"39";"0";"0";"1099";"rtm";"AA0000";"1424";"5";"a.ron";"AA0000";;"1201276210";"1348528932";"0";"0";"0";;"0";"0";"1";"0";"0"
"178";"6";"0";"0";"1";"0";"Merry Christmas";"5";"1198471496";"0";"395";"1";"1";"0";"0";"1103";"a.ron";"AA0000";"1104";"21";"fraction";"AA0000";;"1198473717";"1348480933";"0";"0";"0";;"0";"0";"1";"0";"0"
"179";"1";"0";"0";"1";"0";"Bishop video - UC TV clip of the week";"21";"1198518950";"0";"404";"3";"3";"0";"0";"1106";"fraction";"AA0000";"1121";"255";"yaAussie";;;"1198725034";"1348297811";"0";"0";"0";;"0";"0";"1";"0";"0"
"180";"1";"0";"0";"1";"0";"J tree for Christmas";"5";"1198537780";"0";"306";"1";"1";"0";"0";"1109";"a.ron";"AA0000";"1115";"206";"Timetraveler";;;"1198620263";"1347039520";"0";"0";"0";;"0";"0";"1";"0";"0"
"181";"1";"0";"0";"1";"0";"Steele Tomorrow";"9";"1198977000";"0";"356";"0";"0";"0";"0";"1145";"FOREmer Golfer";;"1145";"9";"FOREmer Golfer";;"Steele Tomorrow";"1198977000";"1347625484";"0";"0";"0";;"0";"0";"1";"0";"0"
"182";"1";"0";"0";"1";"0";"Pics: Josh Dec 29";"21";"1198998746";"0";"765";"8";"8";"0";"0";"1146";"fraction";"AA0000";"1302";"30";"Satyagraha";;;"1200508679";"1347175056";"0";"0";"0";;"0";"0";"1";"0";"0"
"183";"4";"0";"0";"1";"0";"New bouldering terrain coming to BCR";"16";"1199155469";"0";"669";"5";"5";"0";"0";"1152";"socalbolter";;"1181";"21";"fraction";"AA0000";;"1199585221";"1347610572";"0";"0";"0";;"0";"0";"1";"0";"0"
